Min0,Min1,Min2,Min3,Min4,Max0,Max1,Max2,Max3,Max4,Mean0,Mean1,Mean2,Mean3,Mean4,Std0,Std1,Std2,Std3,Std4,NPeaks0,NPeaks1,NPeaks2,NPeaks3,NPeaks4,NPlateau00,NPlateau01,NPlateau02,NPlateau03,NPlateau04,NPlateau10,NPlateau11,NPlateau12,NPlateau13,NPlateau14,NPlateau20,NPlateau21,NPlateau22,NPlateau23,NPlateau24,NPlateau30,NPlateau31,NPlateau32,NPlateau33,NPlateau34,NPlateau40,NPlateau41,NPlateau42,NPlateau43,NPlateau44,Response
18.98,23.95,18.1,21.04,17.12,24.17,26.22,20.86,22.92,17.81,22.19,25.19,19.85,21.71,17.42,1.27,0.93,1.14,0.45,0.61,1.19,0.29,0.03,0.0,0.03,3.43,0.0,1.09,1.24,1.74,0.88,1.96,0.16,1.23,3.66,2.02,2.9,0.0,0.1,1.78,0.13,0.11,0.25,0.0,0.84,3.59,0.78,0.0,0.0,2.18,pinch
18.95,24.15,17.81,20.85,17.07,23.9,26.1,20.88,22.89,18.07,21.93,25.41,19.77,21.41,17.61,1.39,0.6,1.0,0.76,0.75,1.01,0.0,0.21,0.0,0.04,2.97,0.15,0.78,0.9,2.24,1.21,2.21,0.19,0.65,4.07,1.67,2.97,0.0,0.0,1.68,0.0,0.0,0.0,0.02,1.05,4.25,1.21,0.0,0.0,2.28,pinch
19.02,23.87,18.18,20.8,17.21,23.81,25.84,20.84,22.78,18.01,21.92,25.34,20.09,21.29,17.39,1.46,0.53,0.94,0.21,0.73,1.03,0.09,0.28,0.0,0.14,3.06,0.01,0.99,1.17,2.01,0.9,1.95,0.26,1.17,3.73,2.12,3.05,0.03,0.0,2.17,0.14,0.0,0.13,0.06,1.12,4.27,1.07,0.0,0.21,2.16,pinch
19.16,24.09,18.05,20.87,16.89,23.89,26.01,20.81,22.87,18.08,21.83,25.31,19.9,21.34,17.45,0.68,0.8,1.25,0.48,0.39,1.35,0.03,0.07,0.0,0.0,3.05,0.16,0.83,1.06,2.41,1.03,2.22,0.0,0.89,3.77,1.92,2.77,0.0,0.0,1.86,0.29,0.0,0.0,0.14,1.2,4.16,1.22,0.23,0.0,2.05,pinch
18.96,24.1,17.87,21.09,17.07,23.82,26.17,20.83,22.8,17.97,21.86,25.2,19.99,21.44,17.62,0.99,0.73,0.64,0.62,0.7,1.17,0.0,0.0,0.34,0.0,3.11,0.17,1.03,1.03,1.75,0.78,2.32,0.0,1.16,4.16,1.96,3.21,0.0,0.02,1.91,0.02,0.0,0.0,0.0,0.91,4.1,0.77,0.28,0.0,2.17,pinch
19.12,23.94,17.96,21.17,17.17,23.88,26.0,20.94,23.14,17.8,21.83,25.48,20.12,21.31,17.77,1.05,1.01,0.83,0.69,0.72,0.97,0.0,0.0,0.0,0.0,2.88,0.01,1.3,1.1,1.78,1.02,2.02,0.0,0.85,3.88,2.13,3.07,0.0,0.0,1.78,0.0,0.0,0.0,0.42,1.02,4.31,1.25,0.08,0.0,2.21,pinch
18.88,23.8,17.86,21.06,17.01,24.07,26.12,20.87,22.85,17.86,21.95,25.26,19.79,21.38,17.77,1.13,0.5,0.96,0.29,0.55,1.12,0.01,0.0,0.06,0.13,2.67,0.0,1.03,0.96,2.32,0.75,2.17,0.27,0.86,4.11,2.21,2.93,0.07,0.06,1.78,0.0,0.11,0.19,0.0,1.25,4.26,0.94,0.04,0.0,2.41,pinch
19.07,23.84,18.22,21.17,17.13,23.92,25.85,20.8,22.99,18.18,21.8,25.52,19.87,21.55,17.79,0.79,0.86,0.84,0.32,0.56,0.67,0.14,0.0,0.0,0.31,2.99,0.22,0.66,0.92,2.19,1.02,1.95,0.23,1.36,3.92,1.84,2.88,0.02,0.02,1.99,0.0,0.0,0.13,0.0,0.95,4.05,0.87,0.32,0.03,1.91,pinch
18.84,23.84,17.87,21.08,16.89,23.85,25.83,20.89,23.05,18.01,22.04,25.27,19.9,21.67,17.56,0.93,0.96,1.11,0.53,0.49,0.71,0.21,0.0,0.3,0.35,2.81,0.0,1.06,1.07,1.87,1.11,1.95,0.0,1.06,3.85,2.0,3.12,0.02,0.39,2.27,0.14,0.18,0.0,0.05,0.95,4.06,1.0,0.0,0.0,2.28,pinch
21.17,24.83,17.88,21.07,16.17,22.17,26.05,20.99,21.98,19.18,21.56,25.18,19.63,21.14,17.66,0.65,0.13,0.95,0.0,0.7,0.0,0.37,0.06,0.35,0.18,3.11,0.0,0.07,0.03,0.09,4.22,0.27,0.79,1.0,0.0,0.82,0.0,0.3,0.13,1.6,3.86,2.83,0.28,0.0,0.42,1.17,1.27,0.0,0.01,1.9,pinch
20.97,25.0,17.83,21.19,15.89,21.97,26.07,21.01,22.12,19.11,21.46,25.02,19.66,20.99,17.73,0.64,0.31,0.87,0.4,0.62,0.0,0.0,0.07,0.0,0.02,3.3,0.0,0.0,0.0,0.0,4.29,0.14,0.8,1.19,0.0,1.37,0.0,0.0,0.0,1.95,3.91,3.19,0.25,0.0,0.0,1.37,1.08,0.14,0.03,1.66,pinch
21.11,25.09,18.15,20.81,15.87,22.08,26.07,20.99,21.96,18.82,21.23,25.21,19.84,21.05,17.8,0.79,0.77,0.95,0.45,0.69,0.13,0.03,0.2,0.08,0.0,3.06,0.16,0.0,0.0,0.0,4.16,0.0,1.19,0.95,0.0,0.65,0.04,0.0,0.0,1.76,4.18,3.22,0.23,0.06,0.0,0.97,0.68,0.0,0.06,2.26,pinch
20.83,25.18,17.96,20.92,15.92,21.98,25.91,21.12,22.2,18.94,21.38,25.19,19.9,21.25,17.65,0.15,0.09,0.87,0.6,0.99,0.0,0.0,0.0,0.4,0.0,2.87,0.01,0.15,0.0,0.0,4.09,0.08,1.2,0.63,0.0,1.0,0.0,0.0,0.0,2.35,4.03,2.99,0.0,0.25,0.26,1.01,0.89,0.0,0.39,2.24,pinch
20.8,24.85,17.89,21.06,15.78,21.87,25.83,20.82,22.06,18.84,21.6,25.23,19.49,21.12,17.6,0.4,0.69,1.21,0.33,0.78,0.0,0.0,0.08,0.0,0.3,2.84,0.09,0.25,0.02,0.0,3.83,0.14,1.0,0.8,0.22,1.08,0.16,0.0,0.14,1.8,3.87,2.92,0.29,0.25,0.0,0.91,1.06,0.0,0.0,1.72,pinch
21.13,25.15,17.96,21.13,15.91,21.85,26.21,20.88,21.84,19.18,21.31,25.15,19.75,21.06,17.76,0.58,0.36,0.78,0.52,1.28,0.34,0.0,0.19,0.25,0.21,3.19,0.1,0.0,0.0,0.0,3.97,0.0,0.69,0.76,0.1,0.97,0.24,0.0,0.14,1.7,3.72,3.0,0.0,0.0,0.01,1.04,1.13,0.24,0.0,1.9,pinch
20.95,25.1,17.82,20.95,16.07,21.82,26.06,20.96,22.19,18.78,21.37,25.29,19.63,21.05,17.94,0.47,0.84,1.23,0.23,1.16,0.23,0.14,0.0,0.0,0.21,3.21,0.05,0.0,0.0,0.0,3.83,0.09,1.02,1.02,0.0,0.93,0.0,0.29,0.18,1.87,3.92,2.96,0.05,0.0,0.0,1.1,0.81,0.0,0.33,1.67,pinch
21.09,25.15,17.93,21.17,16.13,22.18,25.97,21.21,21.92,18.89,21.61,25.32,19.76,21.18,17.73,0.42,0.7,1.11,0.69,1.23,0.0,0.11,0.33,0.03,0.28,2.9,0.03,0.11,0.0,0.0,3.85,0.3,0.79,0.84,0.07,0.99,0.01,0.26,0.09,2.23,3.94,3.08,0.22,0.0,0.0,0.89,1.22,0.0,0.16,1.84,pinch
20.9,25.12,18.1,21.09,15.88,21.85,26.01,20.89,22.04,19.04,21.58,25.11,19.73,21.06,17.98,0.71,0.54,0.8,0.34,1.17,0.09,0.28,0.0,0.01,0.05,3.05,0.0,0.09,0.0,0.0,3.61,0.0,0.85,1.3,0.19,0.89,0.34,0.23,0.43,1.91,3.87,2.77,0.0,0.22,0.03,0.8,0.81,0.41,0.0,1.71,pinch
21.11,24.93,18.11,20.84,15.98,21.81,26.09,21.18,22.2,19.12,21.33,25.39,19.82,20.99,17.91,0.41,0.18,0.92,0.19,0.66,0.18,0.15,0.0,0.0,0.0,2.84,0.23,0.0,0.03,0.0,3.88,0.0,0.85,1.08,0.0,0.75,0.19,0.0,0.0,1.76,3.64,3.36,0.01,0.11,0.0,0.77,0.94,0.0,0.0,2.07,pinch
20.97,25.01,18.68,19.79,15.98,23.21,24.49,19.64,22.42,21.35,22.27,25.5,18.04,22.33,17.82,1.15,0.0,0.0,0.0,2.46,1.04,0.0,0.0,0.0,3.94,7.58,1.9,1.71,0.3,0.0,0.49,0.63,1.49,0.0,1.08,1.23,1.59,0.87,0.0,0.61,10.32,3.22,0.0,3.33,1.07,0.84,0.36,1.08,2.91,1.6,pat
21.22,23.84,18.07,22.01,17.94,22.01,24.8,20.0,23.57,20.15,22.12,24.93,19.25,20.76,18.36,1.19,1.64,0.77,0.0,0.0,0.27,0.9,0.0,0.39,3.47,7.36,0.9,1.44,1.16,1.23,1.34,0.0,1.08,0.06,0.87,2.07,1.01,0.25,0.33,0.0,11.43,2.29,0.18,3.08,0.72,2.46,0.27,2.58,2.55,2.06,pat
19.69,24.86,19.68,22.03,17.13,22.85,26.11,19.29,22.66,19.97,21.17,25.09,18.16,20.92,19.21,0.12,0.18,0.0,0.0,0.38,0.0,0.06,0.51,0.79,2.84,4.42,0.0,0.7,0.0,0.0,0.85,1.2,0.0,0.0,1.76,3.04,1.26,1.13,0.0,0.95,10.92,1.59,0.0,3.39,0.0,2.51,0.0,1.56,1.43,1.96,pat
20.54,25.22,18.43,20.39,17.41,21.76,23.83,18.85,24.22,20.29,20.63,25.98,20.31,22.63,19.01,0.0,0.0,0.0,0.0,1.05,0.92,1.21,1.1,0.1,2.26,6.97,0.0,0.0,0.41,0.0,1.52,0.0,1.28,0.0,1.41,1.14,1.33,0.63,0.0,0.0,10.63,0.96,0.17,1.39,1.18,2.88,0.38,1.99,1.44,0.18,pat
19.88,24.03,19.58,22.02,15.81,20.91,24.37,18.89,22.5,20.13,20.56,25.87,18.96,20.7,18.17,0.93,0.0,0.43,0.75,2.23,0.71,0.18,0.74,0.0,2.85,4.94,1.68,1.04,0.0,0.65,0.55,0.25,0.4,0.0,1.03,0.41,0.71,0.0,0.0,0.0,11.69,0.99,0.0,1.53,0.0,2.28,0.96,0.75,2.62,0.09,pat
19.19,23.56,18.28,22.1,16.18,22.51,24.49,20.99,22.84,21.56,20.21,25.51,17.91,21.74,17.41,0.53,0.0,0.84,0.0,0.0,0.0,0.0,0.0,0.0,4.34,7.21,1.63,2.08,0.76,0.0,0.0,1.18,0.88,0.34,2.03,0.61,1.2,1.07,0.1,0.0,10.22,2.9,0.11,3.44,0.0,2.97,0.0,0.86,1.49,1.82,pat
20.07,24.69,19.66,22.26,17.12,21.2,25.57,18.85,23.88,21.32,21.86,24.6,18.57,21.83,17.88,1.07,0.0,0.0,1.24,0.0,0.67,0.0,0.58,0.0,3.91,5.22,1.89,0.09,0.0,0.0,0.19,0.94,1.32,0.0,2.75,1.86,1.75,0.15,1.48,0.42,10.19,0.96,0.66,2.28,0.45,1.11,0.0,0.11,1.43,1.91,pat
19.89,23.82,19.81,20.51,16.88,21.06,23.74,18.93,23.14,21.91,21.56,23.75,18.2,22.4,19.01,1.28,0.69,0.07,0.19,0.43,0.6,0.28,0.0,0.0,4.04,5.36,1.92,0.62,0.0,0.51,1.21,1.16,2.24,0.52,1.8,2.2,0.0,0.0,0.0,0.02,12.61,0.79,0.0,3.03,1.18,1.73,0.0,1.35,2.58,1.94,pat
18.83,23.29,19.33,20.64,15.86,23.08,24.39,21.08,23.32,22.08,21.57,24.28,19.54,20.56,18.97,0.21,0.78,0.0,0.8,0.0,0.75,0.24,0.0,1.37,1.93,6.92,1.38,1.8,0.0,1.18,1.72,1.32,1.24,0.0,1.66,2.81,0.83,0.0,0.77,0.95,11.78,1.0,0.0,2.93,0.93,1.64,0.0,1.69,1.4,0.76,pat
19.97,25.12,17.99,21.88,16.68,21.74,25.14,21.14,23.59,21.61,20.23,24.6,18.63,21.13,17.16,1.37,0.0,0.0,1.87,0.68,0.08,0.0,0.0,0.37,4.13,7.2,0.54,1.53,0.55,0.0,1.62,0.0,0.24,0.0,1.91,1.52,0.99,0.26,0.58,0.11,10.42,1.99,0.79,2.99,0.0,2.12,0.18,1.24,1.71,0.09,pat
20.44,24.22,19.92,21.13,18.01,22.15,28.8,20.02,21.83,16.79,20.8,24.2,18.2,21.31,18.45,0.1,1.14,0.0,0.93,1.66,1.25,3.07,0.0,0.0,0.0,0.2,0.0,1.53,0.52,0.05,2.09,0.0,2.58,1.11,1.18,8.55,3.36,1.23,0.0,1.14,1.56,2.29,1.75,0.0,0.07,0.0,2.33,2.0,1.51,3.2,pat
19.51,23.17,18.8,21.22,16.75,21.55,28.53,21.61,21.16,18.22,20.28,26.43,18.78,20.9,16.78,0.06,0.04,0.0,0.42,1.24,0.0,3.14,1.06,0.2,0.0,0.45,0.0,1.93,0.23,2.09,0.24,0.0,1.69,2.5,1.98,9.19,3.1,0.01,0.46,0.0,3.81,2.06,2.46,0.49,0.0,0.84,0.22,1.28,0.0,3.4,pat
19.54,23.03,19.07,20.45,15.78,21.13,29.96,19.97,21.97,19.08,21.25,26.16,18.38,20.14,17.57,0.97,0.0,1.51,0.89,0.02,0.51,1.24,0.0,0.0,0.12,2.14,0.0,0.75,0.03,0.88,0.47,2.2,1.43,1.42,0.35,10.29,2.71,0.0,0.0,0.0,4.03,1.42,2.91,0.0,0.0,0.0,2.1,0.0,0.0,3.23,pat
19.39,25.13,19.01,19.97,17.73,21.37,29.07,20.21,21.27,18.41,21.08,26.17,18.45,20.84,16.98,0.92,0.63,0.0,0.0,0.88,0.0,1.35,0.0,1.05,0.01,0.15,0.0,0.75,0.9,0.95,1.27,1.48,2.56,0.37,0.77,9.58,1.56,0.72,0.67,0.0,2.32,1.48,1.88,0.51,0.0,0.0,0.77,1.47,0.0,2.09,pat
21.03,23.15,19.09,19.98,16.31,22.66,28.86,21.26,20.92,16.8,20.0,24.57,18.84,21.42,17.53,0.0,1.03,1.95,0.0,1.09,0.0,1.46,0.0,0.71,1.15,1.72,0.08,0.4,0.34,1.03,1.55,0.56,1.43,0.82,0.93,10.45,1.44,1.0,0.67,0.99,1.5,2.85,2.27,0.0,0.0,1.33,2.01,0.16,1.37,3.15,pat
20.96,22.78,19.78,20.35,16.88,21.75,28.13,22.23,22.75,19.05,20.31,26.2,19.41,22.37,17.49,0.0,0.0,0.16,0.0,0.0,0.15,1.41,0.07,0.84,0.75,0.28,0.0,1.58,0.28,0.49,1.71,1.52,2.07,0.0,1.31,11.06,0.91,0.8,0.0,0.98,3.8,0.65,1.22,0.63,1.35,0.52,1.76,0.1,1.39,2.16,pat
19.05,25.0,20.23,21.7,17.54,21.79,28.48,21.4,21.73,18.08,22.15,25.53,20.04,22.07,17.07,1.05,1.33,1.73,0.0,1.41,0.0,1.49,0.66,0.84,0.0,1.04,0.17,1.87,0.0,1.43,0.4,1.27,0.62,0.66,0.63,10.23,2.18,0.0,0.0,1.36,2.13,1.94,1.93,0.06,0.24,0.0,1.3,2.11,0.89,3.17,pat
21.12,22.8,18.67,20.19,16.71,20.99,28.93,20.74,21.86,18.72,20.23,25.7,20.42,22.33,18.12,0.0,0.64,0.0,0.02,0.9,0.0,1.41,0.83,0.0,0.0,1.5,0.0,1.21,0.0,1.88,0.0,1.23,1.95,0.34,1.55,10.6,0.8,1.38,0.32,0.77,1.76,0.87,1.39,0.0,0.06,0.0,1.59,0.88,0.03,2.93,pat
20.26,23.2,20.2,20.38,18.15,21.07,28.75,20.75,22.16,17.04,21.88,25.15,20.45,21.55,16.64,0.0,2.63,0.92,1.36,0.0,0.02,1.57,0.6,0.24,1.53,1.25,0.0,0.0,0.0,1.05,0.0,1.6,1.59,0.15,0.95,9.97,1.95,0.0,0.52,0.0,3.24,1.66,2.2,1.54,0.0,0.54,0.82,0.32,0.65,3.22,pat
20.65,23.72,18.55,21.05,17.29,22.78,29.55,21.63,20.93,17.28,20.13,26.23,19.59,22.56,18.9,0.01,0.0,0.22,0.0,1.61,0.0,1.84,0.0,0.0,0.0,0.86,0.0,0.64,0.28,0.0,0.68,1.44,2.23,0.51,0.49,8.98,2.85,1.59,0.0,0.71,3.68,0.56,3.15,0.41,0.0,1.27,0.75,0.25,0.41,1.85,pat
18.95,24.25,17.42,19.44,16.34,22.83,26.2,22.0,25.64,19.57,20.46,26.11,19.83,20.91,17.66,0.0,1.13,0.37,1.41,1.01,0.0,0.0,0.89,3.37,0.0,3.26,0.51,1.61,0.16,0.0,2.79,0.3,0.0,0.48,3.04,4.24,0.67,2.24,0.0,0.74,3.98,2.8,0.0,0.94,1.06,0.39,1.17,0.03,0.0,2.03,pat
18.97,23.07,19.1,19.2,17.23,21.15,25.03,21.33,24.42,18.86,21.73,24.99,18.62,22.43,17.16,0.0,0.02,0.22,1.94,0.14,0.0,1.17,1.49,3.85,0.79,1.2,0.0,1.34,0.44,0.0,2.11,1.66,0.0,0.99,4.34,1.88,0.02,0.04,0.0,2.65,4.77,3.02,0.58,0.74,1.19,1.31,0.31,0.0,1.07,4.09,pat
20.5,24.84,18.98,20.03,16.77,23.09,24.74,20.62,23.92,18.68,21.51,24.68,18.86,20.53,18.57,1.72,0.02,0.0,0.0,0.0,0.84,1.0,1.6,3.42,0.0,1.96,0.0,0.0,0.0,0.0,2.86,1.81,1.34,0.02,3.68,3.88,1.52,1.23,0.27,2.53,3.95,3.83,0.81,0.0,1.56,0.28,1.57,0.92,0.83,4.02,pat
20.35,23.42,18.52,20.73,15.86,21.48,24.94,20.07,25.6,19.9,22.16,24.19,19.67,22.34,17.64,1.81,0.0,1.05,0.94,0.48,0.0,1.54,1.28,2.89,0.22,3.09,0.0,1.98,0.0,0.53,2.66,1.23,0.0,0.45,4.09,2.14,0.0,2.3,0.0,2.75,5.71,2.29,0.9,0.0,1.84,0.0,0.43,0.94,0.0,2.03,pat
20.28,23.64,18.39,19.09,18.17,21.09,25.01,20.92,24.2,18.15,21.03,24.9,19.19,22.08,16.95,1.55,0.0,0.84,1.92,1.22,0.0,0.29,0.15,2.0,0.0,2.23,0.0,0.27,0.15,0.0,1.71,1.33,0.0,0.53,4.41,1.54,1.39,0.29,0.56,3.3,6.1,1.98,0.0,0.0,1.71,0.0,1.35,1.2,0.0,4.05,pat
19.45,25.26,17.64,20.47,16.88,21.69,25.82,20.57,24.59,20.03,20.43,24.54,18.85,21.48,16.86,0.67,0.0,0.97,0.39,0.09,0.7,0.0,0.74,3.69,0.0,1.85,0.0,2.07,0.0,1.44,3.32,0.26,0.8,0.0,5.32,2.42,0.94,0.46,0.0,3.07,4.59,2.37,0.0,0.75,1.24,0.0,1.47,1.91,0.0,3.33,pat
20.2,25.24,18.19,20.49,16.04,22.95,25.39,21.31,24.96,18.48,21.23,24.8,19.52,22.36,16.9,0.06,0.26,0.15,0.72,0.28,0.0,0.0,0.39,3.56,0.0,2.64,0.0,0.09,0.19,0.0,1.36,1.98,0.0,0.0,2.96,3.25,0.28,0.67,0.0,2.5,4.21,3.33,0.0,0.01,0.0,0.69,0.42,0.84,0.0,4.13,pat
19.07,23.9,18.51,19.69,15.75,22.26,24.75,20.53,26.26,19.41,20.15,25.75,18.32,22.21,17.28,0.31,1.62,0.0,1.79,1.57,0.62,0.0,0.35,3.55,0.58,2.42,1.1,0.8,0.0,0.0,2.68,0.78,0.0,1.68,3.74,3.02,1.11,1.61,0.0,3.51,3.72,2.54,0.79,0.0,1.72,0.37,1.22,0.19,0.72,3.82,pat
18.97,23.83,18.45,19.41,17.44,22.94,26.77,19.9,25.57,19.84,20.65,24.36,19.06,20.46,17.17,0.18,0.28,0.37,0.54,1.01,0.0,0.0,0.19,2.35,0.83,3.14,0.0,1.77,1.44,0.0,2.04,0.64,0.52,0.93,3.32,4.37,0.31,0.0,0.01,0.71,4.76,2.66,0.0,0.0,0.24,0.97,1.23,1.49,0.0,1.82,pat
20.88,25.14,16.92,20.6,17.65,21.14,26.09,21.57,25.48,17.78,19.77,23.81,18.81,20.8,18.79,0.0,0.92,0.41,1.64,1.03,0.0,1.58,0.73,3.49,0.64,0.67,0.0,1.14,0.17,0.86,2.99,1.16,0.9,0.7,3.01,1.52,0.32,0.26,0.0,2.35,4.06,2.59,0.0,0.68,1.76,0.0,1.57,1.64,0.0,4.16,pat
21.92,25.18,16.91,20.71,15.9,21.89,25.58,21.62,23.65,20.23,20.96,24.76,20.39,22.02,17.29,0.0,0.43,1.71,0.0,0.67,0.4,0.0,0.46,0.0,0.0,5.48,5.21,1.11,1.39,-0.0,6.36,3.21,2.69,0.49,0.0,6.97,0.0,2.31,0.88,0.94,0.22,0.0,0.0,1.2,4.16,2.79,1.15,0.9,0.69,0.92,pat
21.49,24.16,18.3,20.36,16.29,22.31,26.2,19.76,22.54,20.21,20.62,24.87,19.62,22.8,19.07,1.47,0.04,0.1,1.05,0.06,0.65,0.0,0.0,0.5,0.0,5.47,6.02,0.0,1.44,1.63,6.18,2.86,1.08,1.26,0.94,7.44,0.0,3.62,0.57,0.69,0.91,0.56,0.9,0.91,3.07,5.23,0.69,0.43,0.88,1.54,pat
21.37,24.45,17.0,20.67,16.27,21.29,27.12,21.03,22.83,20.16,22.51,25.21,19.92,20.66,17.38,0.0,0.99,0.0,0.0,1.51,0.0,0.41,1.18,0.0,0.0,3.83,5.17,0.0,1.16,0.78,5.69,4.2,3.48,0.64,0.0,8.49,0.0,0.94,1.26,1.23,0.97,1.0,0.0,1.02,2.45,3.72,0.51,0.0,0.0,0.33,pat
21.07,25.2,17.67,21.17,18.19,21.32,26.0,20.67,23.33,19.58,22.42,25.91,20.57,22.78,19.31,0.0,0.0,0.0,0.58,1.3,0.65,0.0,0.39,0.0,0.0,5.48,3.7,0.0,1.05,0.39,7.12,2.2,1.69,0.0,0.19,5.95,0.0,1.34,2.41,3.09,0.0,0.0,0.5,0.0,3.67,5.42,1.33,0.0,0.3,0.32,pat
21.12,24.03,19.0,20.17,16.1,21.31,25.74,20.06,23.27,19.52,22.75,25.82,20.34,23.16,17.76,0.71,0.45,1.28,0.0,0.0,0.0,0.0,0.31,0.17,0.0,3.79,4.98,0.0,1.74,1.85,5.35,3.18,0.92,0.0,0.62,7.25,0.0,3.36,0.33,1.99,0.0,0.89,0.0,0.0,2.23,5.2,1.13,0.56,0.27,1.58,pat
21.66,24.66,17.46,20.22,16.98,20.86,26.15,20.05,21.87,20.21,21.35,26.07,18.66,21.63,19.0,0.71,0.4,2.16,1.01,0.0,0.0,0.74,1.08,0.79,0.0,6.09,4.72,0.95,0.22,1.94,6.41,3.93,2.13,1.2,0.75,5.84,0.0,0.92,2.13,1.84,0.0,0.0,0.0,0.0,3.84,3.56,0.8,0.66,0.77,0.0,pat
20.67,25.78,18.72,21.18,16.09,21.64,26.16,20.86,22.01,18.31,22.83,26.41,19.83,22.79,17.65,0.0,1.45,0.49,0.0,0.64,0.25,0.61,0.53,0.0,0.89,4.26,5.03,0.0,0.0,1.88,6.94,2.73,1.69,0.16,0.48,8.37,0.0,2.51,0.05,2.67,0.0,0.0,0.0,0.76,3.8,5.28,1.52,0.0,0.0,0.3,pat
21.26,23.75,18.89,20.9,17.34,20.85,27.26,22.08,22.5,19.66,20.86,24.57,18.75,22.13,18.25,0.0,1.05,0.0,1.09,0.0,0.0,0.12,0.08,0.89,0.0,3.95,4.44,0.21,1.75,0.35,4.4,3.46,1.7,1.31,1.24,6.99,1.06,1.85,2.02,2.07,1.12,1.42,0.0,0.0,3.15,4.29,0.7,0.33,0.77,1.47,pat
20.24,25.27,17.29,21.47,16.79,22.71,27.0,21.5,21.86,20.11,21.22,24.14,19.69,21.06,18.28,0.0,0.0,1.27,0.33,0.44,0.0,0.0,0.0,0.0,0.0,4.78,4.52,0.8,0.0,1.2,5.06,1.78,1.28,0.0,1.48,8.08,0.0,1.81,0.95,2.13,0.0,0.0,1.0,0.0,2.05,3.83,2.07,0.0,0.62,0.0,pat
20.43,25.22,18.5,19.88,16.99,21.61,24.84,21.59,23.94,18.58,21.44,25.28,20.15,22.61,17.2,1.18,0.34,0.29,0.0,0.55,0.14,1.29,0.0,0.77,0.61,5.79,3.89,0.0,0.0,0.71,5.18,3.88,2.72,0.0,0.0,5.93,0.0,2.47,0.09,2.51,0.09,0.0,0.0,0.0,2.36,4.27,1.17,0.0,0.0,2.01,pat
18.61,26.0,19.0,21.69,17.8,25.26,26.16,20.11,21.36,19.02,22.13,24.84,20.22,22.05,17.27,1.92,1.19,1.88,0.56,0.0,2.0,1.11,0.0,0.0,0.0,0.0,0.32,0.03,0.89,1.01,6.12,3.62,0.17,0.0,2.73,11.27,0.0,1.62,3.57,0.21,2.71,2.88,0.09,0.51,3.41,6.55,0.5,0.0,0.0,1.09,pat
18.68,24.17,18.03,21.93,16.28,25.92,26.98,20.89,21.98,18.11,21.19,24.26,20.41,22.29,17.73,0.0,0.15,1.25,1.54,0.0,2.84,0.0,0.85,0.9,1.1,0.0,1.69,1.57,2.75,1.28,6.38,3.42,1.04,0.0,1.05,8.92,0.0,0.46,2.89,0.77,3.45,3.16,0.1,0.0,3.21,9.4,1.64,0.11,0.26,0.0,pat
18.47,24.18,18.0,20.82,17.82,24.72,26.19,20.51,22.91,18.35,21.91,25.31,18.83,20.44,18.51,0.44,0.01,0.6,0.0,0.0,1.13,0.0,0.0,0.3,1.1,0.0,0.45,1.75,2.03,0.93,5.55,3.15,0.16,0.81,2.89,8.72,0.83,0.25,2.39,2.08,3.5,1.96,0.57,0.0,4.96,8.21,0.0,0.7,0.0,0.77,pat
18.19,24.99,17.89,21.67,18.24,23.86,26.56,20.52,22.31,19.17,20.28,24.83,19.16,21.18,17.99,0.05,0.03,0.0,0.0,0.97,1.28,0.0,0.41,0.25,0.23,0.0,0.21,0.0,0.86,1.92,6.69,2.76,0.03,0.73,2.45,9.73,0.33,1.27,0.87,0.0,2.72,1.98,0.12,1.6,4.03,7.01,2.06,0.0,0.0,0.0,pat
17.83,26.09,18.49,19.84,17.52,24.38,25.52,19.44,20.76,19.1,20.58,24.86,18.35,20.86,18.97,2.39,0.0,0.0,0.0,0.0,1.78,0.1,0.62,0.99,0.7,1.48,2.33,2.05,2.12,3.12,7.52,1.76,0.39,0.0,1.6,10.33,0.0,0.43,2.66,1.12,3.12,2.07,0.39,0.62,3.39,6.71,1.78,0.01,0.0,0.27,pat
18.97,24.83,17.88,22.21,16.32,24.29,26.39,20.83,20.99,19.37,21.32,24.67,18.8,22.66,18.14,0.42,0.73,0.85,0.0,1.32,1.31,0.14,0.7,0.81,0.94,0.0,1.89,1.9,0.92,1.77,7.12,3.85,0.65,0.41,1.78,10.35,1.04,2.29,2.66,0.0,2.56,2.76,1.12,0.59,4.83,8.13,1.39,0.0,0.0,0.31,pat
18.35,24.12,18.94,21.58,16.78,23.99,24.74,19.93,21.9,19.47,22.07,26.71,20.27,21.24,17.8,0.1,1.98,0.0,0.0,0.0,3.13,0.94,1.16,0.0,0.06,0.72,0.0,2.52,1.52,1.73,6.29,2.07,0.0,0.0,1.87,10.36,0.43,0.22,0.53,0.0,2.72,3.05,1.9,0.0,4.0,8.27,0.97,0.09,0.0,1.24,pat
17.77,25.6,20.15,21.54,16.11,24.92,26.69,19.22,21.48,18.02,22.47,26.22,18.45,21.21,18.81,2.44,0.8,1.34,0.22,0.0,0.92,0.0,0.62,0.03,0.35,0.4,1.67,1.4,2.23,2.98,7.2,3.03,0.0,0.1,2.54,10.25,0.0,0.58,1.35,0.64,2.55,2.41,0.0,0.22,4.24,8.43,0.47,0.35,0.0,0.54,pat
